order_id,product_id,quantity,unit_price,line_total,discount_percent
ORD00000038,PROD000172,8,240.8,1926.4,0
ORD00000038,PROD000342,1,381.06,381.06,0
ORD00000038,PROD000500,9,378.17,3403.53,0
ORD00000039,PROD000174,7,177.04,1239.28,10
ORD00000039,PROD000160,8,488.6,3908.8,10
ORD00000039,PROD000498,7,467.69,3273.83,10
ORD00000040,PROD000103,3,413.8,1241.4,0
ORD00000040,PROD000025,6,36.66,219.96,15
ORD00000040,PROD000351,1,274.94,274.94,5
ORD00000041,PROD000317,3,138.7,416.1,0
ORD00000041,PROD000298,4,314.71,1258.84,5
ORD00000041,PROD000161,7,441.98,3093.86,0
ORD00000041,PROD000351,3,274.94,824.82,20
ORD00000042,PROD000382,4,77.99,311.96,20
ORD00000042,PROD000265,1,155.1,155.1,20
ORD00000042,PROD000330,7,342.52,2397.64,20
ORD00000042,PROD000029,4,196.26,785.04,10
ORD00000042,PROD000418,2,483.5,967.0,15
ORD00000043,PROD000373,7,350.9,2456.3,10
ORD00000043,PROD000221,8,251.54,2012.32,20
ORD00000043,PROD000328,9,240.79,2167.11,15
ORD00000044,PROD000370,5,283.03,1415.15,10
ORD00000044,PROD000358,7,370.86,2596.02,10
ORD00000044,PROD000182,7,213.5,1494.5,10
ORD00000044,PROD000074,8,477.47,3819.76,10
ORD00000044,PROD000037,10,378.99,3789.9,5
ORD00000045,PROD000382,4,77.99,311.96,15
ORD00000046,PROD000082,5,164.95,824.75,10
ORD00000046,PROD000050,5,329.93,1649.65,10
ORD00000047,PROD000114,3,253.06,759.18,15
ORD00000047,PROD000312,8,458.03,3664.24,5
ORD00000047,PROD000158,7,418.37,2928.59,20
ORD00000047,PROD000206,5,217.06,1085.3,5
ORD00000048,PROD000424,8,37.75,302.0,20
ORD00000048,PROD000128,4,495.33,1981.32,20
ORD00000048,PROD000256,8,498.27,3986.16,15
ORD00000048,PROD000118,5,173.7,868.5,0
ORD00000049,PROD000098,3,170.9,512.7,5
ORD00000049,PROD000397,10,410.77,4107.7,15
ORD00000049,PROD000425,3,437.09,1311.27,15
ORD00000050,PROD000229,7,168.9,1182.3,20
ORD00000051,PROD000089,5,417.36,2086.8,0
ORD00000052,PROD000092,5,132.71,663.55,5
ORD00000052,PROD000475,4,120.19,480.76,20
ORD00000052,PROD000220,5,469.74,2348.7,20
ORD00000053,PROD000293,8,350.45,2803.6,5
ORD00000054,PROD000221,7,251.54,1760.78,15
ORD00000054,PROD000252,1,120.17,120.17,5
ORD00000054,PROD000385,10,355.21,3552.1,10
ORD00000054,PROD000272,9,314.09,2826.81,10
ORD00000055,PROD000438,7,319.42,2235.94,15
ORD00000055,PROD000475,3,120.19,360.57,10
ORD00000056,PROD000385,8,355.21,2841.68,20
ORD00000056,PROD000339,5,466.8,2334.0,15
ORD00000056,PROD000262,4,469.1,1876.4,0
ORD00000056,PROD000114,5,253.06,1265.3,20
ORD00000056,PROD000187,10,327.51,3275.1,10
ORD00000057,PROD000197,9,396.41,3567.69,5
ORD00000057,PROD000272,4,314.09,1256.36,15
ORD00000057,PROD000470,5,89.04,445.2,5
ORD00000058,PROD000061,3,23.32,69.96,10
ORD00000058,PROD000091,5,370.76,1853.8,10
ORD00000058,PROD000255,8,53.67,429.36,20
ORD00000059,PROD000139,7,217.95,1525.65,20
ORD00000059,PROD000098,6,170.9,1025.4,0
ORD00000059,PROD000040,10,176.3,1763.0,10
ORD00000059,PROD000498,10,467.69,4676.9,15
ORD00000060,PROD000253,2,253.06,506.12,5
ORD00000060,PROD000141,3,232.63,697.89,5
ORD00000060,PROD000015,9,291.95,2627.55,20
ORD00000060,PROD000398,6,38.53,231.18,5
ORD00000061,PROD000214,9,255.88,2302.92,0
ORD00000061,PROD000316,10,281.45,2814.5,0
ORD00000061,PROD000472,3,156.81,470.43,10
ORD00000061,PROD000035,3,441.02,1323.06,0
ORD00000061,PROD000017,6,333.4,2000.4,20
ORD00000062,PROD000329,9,120.66,1085.94,5
ORD00000062,PROD000289,6,393.99,2363.94,0
ORD00000063,PROD000419,2,97.34,194.68,0
ORD00000063,PROD000077,9,499.14,4492.26,0
ORD00000063,PROD000036,4,119.42,477.68,10
ORD00000063,PROD000079,9,471.3,4241.7,5
ORD00000063,PROD000031,7,22.3,156.1,15
ORD00000064,PROD000124,6,263.55,1581.3,20
ORD00000064,PROD000398,2,38.53,77.06,0
ORD00000064,PROD000306,5,215.86,1079.3,5
ORD00000065,PROD000172,10,240.8,2408.0,20
ORD00000065,PROD000034,8,347.28,2778.24,20
ORD00000065,PROD000286,2,368.08,736.16,0
ORD00000065,PROD000135,2,170.52,341.04,0
ORD00000065,PROD000475,3,120.19,360.57,20
ORD00000066,PROD000338,10,376.94,3769.4,10
ORD00000066,PROD000349,2,69.18,138.36,15
ORD00000066,PROD000154,10,208.34,2083.4,5
ORD00000066,PROD000401,9,432.78,3895.02,0
ORD00000067,PROD000172,3,240.8,722.4,15
ORD00000067,PROD000459,7,330.22,2311.54,0
ORD00000067,PROD000131,2,268.0,536.0,15
ORD00000068,PROD000245,10,243.91,2439.1,20
ORD00000069,PROD000122,1,206.0,206.0,20
ORD00000070,PROD000385,3,355.21,1065.63,10
ORD00000070,PROD000350,2,236.67,473.34,10
ORD00000070,PROD000153,3,328.87,986.61,10
ORD00000070,PROD000477,9,344.32,3098.88,10
ORD00000070,PROD000037,1,378.99,378.99,5
ORD00000071,PROD000117,9,254.17,2287.53,0
ORD00000072,PROD000339,10,466.8,4668.0,20
ORD00000072,PROD000026,2,333.85,667.7,0
ORD00000072,PROD000105,3,181.57,544.71,0
ORD00000072,PROD000272,2,314.09,628.18,20
ORD00000072,PROD000032,10,394.35,3943.5,10
ORD00000073,PROD000474,5,30.45,152.25,0
ORD00000073,PROD000039,3,39.05,117.15,15
ORD00000073,PROD000252,5,120.17,600.85,10
ORD00000074,PROD000291,4,421.47,1685.88,10
ORD00000074,PROD000280,10,437.62,4376.2,10
ORD00000074,PROD000433,4,133.0,532.0,15
ORD00000074,PROD000070,7,407.21,2850.47,5
ORD00000074,PROD000043,10,109.66,1096.6,10
ORD00000075,PROD000243,8,135.38,1083.04,10
ORD00000075,PROD000280,4,437.62,1750.48,5
ORD00000075,PROD000272,9,314.09,2826.81,0
ORD00000075,PROD000267,8,373.58,2988.64,15
ORD00000075,PROD000477,2,344.32,688.64,5
ORD00000076,PROD000452,5,107.76,538.8,20
ORD00000076,PROD000487,2,466.91,933.82,0
ORD00000076,PROD000353,9,364.63,3281.67,10
ORD00000076,PROD000081,7,499.09,3493.63,0
ORD00000076,PROD000207,9,90.74,816.66,15
ORD00000077,PROD000313,1,349.31,349.31,0
ORD00000077,PROD000168,6,390.32,2341.92,5
ORD00000077,PROD000220,1,469.74,469.74,15
ORD00000078,PROD000343,3,263.8,791.4,20
ORD00000078,PROD000149,4,438.91,1755.64,0
ORD00000079,PROD000351,8,274.94,2199.52,0
ORD00000079,PROD000405,8,43.63,349.04,10
ORD00000079,PROD000371,8,223.69,1789.52,20
ORD00000080,PROD000474,1,30.45,30.45,0
ORD00000080,PROD000453,6,139.84,839.04,20
ORD00000081,PROD000268,10,17.84,178.4,15
ORD00000082,PROD000304,8,171.78,1374.24,20
ORD00000082,PROD000112,10,135.8,1358.0,20
ORD00000082,PROD000114,2,253.06,506.12,0
ORD00000082,PROD000296,4,63.92,255.68,15
ORD00000082,PROD000350,2,236.67,473.34,10
ORD00000083,PROD000416,5,197.52,987.6,10
ORD00000083,PROD000054,10,325.19,3251.9,10
ORD00000083,PROD000277,9,121.28,1091.52,10
ORD00000084,PROD000136,2,400.11,800.22,5
ORD00000085,PROD000269,7,73.7,515.9,10
ORD00000085,PROD000352,2,207.96,415.92,5
ORD00000085,PROD000449,9,87.31,785.79,5
ORD00000085,PROD000245,6,243.91,1463.46,10
ORD00000086,PROD000172,8,240.8,1926.4,20
ORD00000086,PROD000057,5,326.85,1634.25,5
ORD00000086,PROD000387,4,477.48,1909.92,15
ORD00000087,PROD000190,7,57.52,402.64,15
ORD00000087,PROD000366,3,371.8,1115.4,5
ORD00000087,PROD000076,4,316.58,1266.32,15
ORD00000088,PROD000141,2,232.63,465.26,0
ORD00000088,PROD000466,10,241.21,2412.1,10
ORD00000088,PROD000095,8,121.85,974.8,15
ORD00000088,PROD000411,3,251.86,755.58,0
ORD00000089,PROD000319,1,315.55,315.55,15
ORD00000089,PROD000204,6,183.85,1103.1,10
ORD00000089,PROD000006,1,424.07,424.07,15
ORD00000089,PROD000009,6,349.28,2095.68,5
ORD00000090,PROD000240,9,148.06,1332.54,0
ORD00000090,PROD000003,7,13.58,95.06,10
ORD00000091,PROD000163,6,283.29,1699.74,10
ORD00000092,PROD000151,8,413.35,3306.8,10
ORD00000092,PROD000399,8,187.79,1502.32,20
ORD00000093,PROD000415,3,329.15,987.45,0
ORD00000093,PROD000270,1,383.43,383.43,5
ORD00000093,PROD000003,1,13.58,13.58,10
ORD00000093,PROD000024,1,209.41,209.41,20
ORD00000093,PROD000345,3,452.4,1357.2,20
ORD00000094,PROD000363,5,484.3,2421.5,0
ORD00000094,PROD000225,10,475.13,4751.3,0
ORD00000094,PROD000177,9,354.49,3190.41,15
ORD00000095,PROD000485,9,285.84,2572.56,15
ORD00000095,PROD000101,4,213.83,855.32,15
ORD00000095,PROD000494,7,223.66,1565.62,10
ORD00000095,PROD000442,2,330.85,661.7,5
ORD00000095,PROD000421,9,460.47,4144.23,15
ORD00000096,PROD000104,10,325.22,3252.2,20
ORD00000096,PROD000053,9,45.25,407.25,20
ORD00000096,PROD000149,3,438.91,1316.73,0
ORD00000097,PROD000355,4,155.52,622.08,0
ORD00000097,PROD000176,1,189.83,189.83,0
ORD00000098,PROD000136,5,400.11,2000.55,20
ORD00000098,PROD000199,10,466.1,4661.0,20
ORD00000098,PROD000023,6,58.01,348.06,10
ORD00000098,PROD000426,1,79.64,79.64,0
ORD00000099,PROD000261,4,461.76,1847.04,5
ORD00000100,PROD000397,7,410.77,2875.39,15
ORD00000100,PROD000452,3,107.76,323.28,0
ORD00000100,PROD000182,1,213.5,213.5,5
ORD00000100,PROD000096,9,173.53,1561.77,0
ORD00000100,PROD000296,4,63.92,255.68,10
ORD00000101,PROD000299,10,74.75,747.5,0
ORD00000101,PROD000110,7,332.32,2326.24,10
ORD00000101,PROD000383,4,391.55,1566.2,20
ORD00000102,PROD000319,10,315.55,3155.5,15
ORD00000102,PROD000096,8,173.53,1388.24,0
ORD00000103,PROD000406,8,114.11,912.88,5
ORD00000104,PROD000374,2,332.0,664.0,0
ORD00000104,PROD000179,9,243.27,2189.43,5
ORD00000104,PROD000160,8,488.6,3908.8,15
ORD00000105,PROD000139,8,217.95,1743.6,15
ORD00000106,PROD000109,8,213.68,1709.44,20
ORD00000106,PROD000172,7,240.8,1685.6,5
ORD00000106,PROD000484,6,50.26,301.56,20
ORD00000106,PROD000290,7,211.73,1482.11,10
ORD00000107,PROD000291,2,421.47,842.94,10
ORD00000107,PROD000470,4,89.04,356.16,5
ORD00000108,PROD000189,4,195.59,782.36,15
ORD00000108,PROD000061,4,23.32,93.28,5
ORD00000108,PROD000056,4,35.66,142.64,5
ORD00000108,PROD000456,1,137.49,137.49,0
ORD00000108,PROD000320,8,280.14,2241.12,15
ORD00000109,PROD000234,6,426.49,2558.94,5
ORD00000109,PROD000400,3,110.23,330.69,20
ORD00000109,PROD000399,9,187.79,1690.11,15
ORD00000109,PROD000312,5,458.03,2290.15,0
ORD00000109,PROD000095,8,121.85,974.8,10
ORD00000110,PROD000352,9,207.96,1871.64,20
ORD00000110,PROD000019,8,99.06,792.48,10
ORD00000111,PROD000263,1,434.09,434.09,10
ORD00000111,PROD000197,6,396.41,2378.46,20
ORD00000111,PROD000251,5,467.56,2337.8,10
ORD00000111,PROD000343,7,263.8,1846.6,20
ORD00000112,PROD000348,5,127.26,636.3,5
ORD00000112,PROD000045,1,51.28,51.28,15
ORD00000112,PROD000240,1,148.06,148.06,20
ORD00000113,PROD000165,5,404.78,2023.9,0
ORD00000113,PROD000177,1,354.49,354.49,10
ORD00000113,PROD000041,5,274.65,1373.25,15
ORD00000113,PROD000016,3,213.77,641.31,0
ORD00000113,PROD000176,2,189.83,379.66,0
ORD00000114,PROD000057,8,326.85,2614.8,10
ORD00000114,PROD000182,7,213.5,1494.5,0
ORD00000114,PROD000314,7,299.79,2098.53,20
ORD00000115,PROD000246,5,175.27,876.35,5
ORD00000116,PROD000291,2,421.47,842.94,5
ORD00000116,PROD000016,5,213.77,1068.85,15
ORD00000116,PROD000099,9,364.15,3277.35,15
ORD00000116,PROD000469,2,378.76,757.52,10
ORD00000117,PROD000003,3,13.58,40.74,10
ORD00000117,PROD000324,1,422.27,422.27,15
ORD00000118,PROD000299,8,74.75,598.0,5
ORD00000119,PROD000097,9,463.82,4174.38,5
ORD00000119,PROD000201,1,173.57,173.57,10
ORD00000120,PROD000250,7,10.67,74.69,5
ORD00000120,PROD000106,9,301.01,2709.09,10
ORD00000120,PROD000234,3,426.49,1279.47,10
ORD00000120,PROD000418,8,483.5,3868.0,20
ORD00000120,PROD000228,6,489.76,2938.56,20
ORD00000121,PROD000322,3,80.08,240.24,0
ORD00000121,PROD000009,6,349.28,2095.68,20
ORD00000121,PROD000199,5,466.1,2330.5,20
ORD00000121,PROD000010,8,293.47,2347.76,15
ORD00000122,PROD000490,8,374.02,2992.16,5
ORD00000123,PROD000317,5,138.7,693.5,0
ORD00000123,PROD000241,8,203.91,1631.28,5
ORD00000123,PROD000059,6,407.12,2442.72,0
ORD00000123,PROD000115,8,207.86,1662.88,5
ORD00000124,PROD000312,6,458.03,2748.18,10
ORD00000124,PROD000188,6,21.8,130.8,20
ORD00000124,PROD000219,9,457.7,4119.3,15
ORD00000125,PROD000409,6,56.74,340.44,5
ORD00000125,PROD000207,9,90.74,816.66,0
ORD00000125,PROD000266,5,207.83,1039.15,0
ORD00000125,PROD000354,7,202.47,1417.29,5
ORD00000125,PROD000439,6,435.02,2610.12,15
ORD00000126,PROD000401,2,432.78,865.56,0
ORD00000126,PROD000289,3,393.99,1181.97,15
ORD00000127,PROD000368,9,438.66,3947.94,15
ORD00000127,PROD000004,3,401.31,1203.93,20
ORD00000127,PROD000141,2,232.63,465.26,20
ORD00000127,PROD000198,10,116.47,1164.7,20
ORD00000128,PROD000465,4,420.67,1682.68,10
ORD00000128,PROD000256,10,498.27,4982.7,0
ORD00000129,PROD000392,9,203.11,1827.99,15
ORD00000129,PROD000426,9,79.64,716.76,10
ORD00000130,PROD000046,1,258.17,258.17,20
ORD00000131,PROD000405,5,43.63,218.15,5
ORD00000131,PROD000418,2,483.5,967.0,10
ORD00000131,PROD000063,9,382.76,3444.84,20
ORD00000131,PROD000006,10,424.07,4240.7,5
ORD00000131,PROD000355,3,155.52,466.56,15
ORD00000132,PROD000015,2,291.95,583.9,15
ORD00000133,PROD000001,1,80.2,80.2,0
ORD00000133,PROD000445,3,321.0,963.0,10
ORD00000133,PROD000473,3,26.31,78.93,20
ORD00000133,PROD000348,10,127.26,1272.6,10
ORD00000133,PROD000398,8,38.53,308.24,10
ORD00000134,PROD000094,10,89.39,893.9,0
ORD00000134,PROD000067,8,489.19,3913.52,15
ORD00000134,PROD000226,1,228.51,228.51,15
ORD00000135,PROD000179,8,243.27,1946.16,10
ORD00000135,PROD000310,1,399.91,399.91,10
ORD00000136,PROD000218,7,399.43,2796.01,15
ORD00000136,PROD000423,6,486.23,2917.38,20
ORD00000136,PROD000474,3,30.45,91.35,20
ORD00000137,PROD000490,5,374.02,1870.1,15
ORD00000137,PROD000050,7,329.93,2309.51,10
ORD00000137,PROD000097,1,463.82,463.82,15
ORD00000138,PROD000142,7,131.25,918.75,10
ORD00000139,PROD000121,2,105.16,210.32,0
ORD00000140,PROD000137,1,400.09,400.09,20
ORD00000140,PROD000494,3,223.66,670.98,15
ORD00000141,PROD000050,1,329.93,329.93,5
ORD00000141,PROD000071,9,333.35,3000.15,20
ORD00000141,PROD000173,2,109.82,219.64,15
ORD00000141,PROD000315,3,331.8,995.4,15
ORD00000142,PROD000060,1,104.75,104.75,0
ORD00000142,PROD000374,1,332.0,332.0,15
ORD00000142,PROD000497,10,294.62,2946.2,0
ORD00000142,PROD000391,6,365.82,2194.92,0
ORD00000142,PROD000054,1,325.19,325.19,10
ORD00000143,PROD000013,1,430.2,430.2,20
ORD00000143,PROD000357,4,111.63,446.52,20
ORD00000143,PROD000347,6,347.17,2083.02,20
ORD00000143,PROD000159,10,26.71,267.1,10
ORD00000144,PROD000072,8,167.39,1339.12,10
ORD00000144,PROD000236,1,494.9,494.9,10
ORD00000145,PROD000092,5,132.71,663.55,10
ORD00000145,PROD000165,8,404.78,3238.24,5
ORD00000145,PROD000190,2,57.52,115.04,10
ORD00000145,PROD000252,4,120.17,480.68,20
ORD00000146,PROD000233,8,172.11,1376.88,20
ORD00000146,PROD000257,8,86.85,694.8,15
ORD00000147,PROD000388,8,138.73,1109.84,20
ORD00000147,PROD000073,3,177.72,533.16,0
ORD00000147,PROD000236,2,494.9,989.8,20
ORD00000147,PROD000351,1,274.94,274.94,15
ORD00000148,PROD000180,4,392.39,1569.56,10
ORD00000148,PROD000399,7,187.79,1314.53,0
ORD00000148,PROD000081,6,499.09,2994.54,20
ORD00000148,PROD000112,5,135.8,679.0,15
ORD00000149,PROD000207,9,90.74,816.66,5
ORD00000149,PROD000114,10,253.06,2530.6,0
ORD00000149,PROD000424,2,37.75,75.5,5
ORD00000150,PROD000240,8,148.06,1184.48,0
ORD00000150,PROD000289,2,393.99,787.98,0
ORD00000150,PROD000361,9,37.69,339.21,10
ORD00000151,PROD000452,5,107.76,538.8,0
ORD00000151,PROD000253,6,253.06,1518.36,5
ORD00000151,PROD000275,7,55.21,386.47,15
ORD00000152,PROD000089,5,417.36,2086.8,15
ORD00000152,PROD000500,1,378.17,378.17,15
ORD00000153,PROD000411,8,251.86,2014.88,10
ORD00000153,PROD000072,3,167.39,502.17,0
ORD00000153,PROD000274,2,345.06,690.12,20
ORD00000153,PROD000391,2,365.82,731.64,5
ORD00000153,PROD000290,4,211.73,846.92,5
ORD00000154,PROD000226,4,228.51,914.04,10
ORD00000155,PROD000021,5,196.18,980.9,0
ORD00000155,PROD000171,3,305.59,916.77,0
ORD00000155,PROD000273,1,118.76,118.76,5
ORD00000156,PROD000332,6,415.3,2491.8,20
ORD00000156,PROD000107,7,292.61,2048.27,10
ORD00000156,PROD000230,1,148.56,148.56,5
ORD00000157,PROD000198,5,116.47,582.35,0
ORD00000158,PROD000221,7,251.54,1760.78,20
ORD00000159,PROD000255,1,53.67,53.67,5
ORD00000160,PROD000500,9,378.17,3403.53,10
ORD00000160,PROD000260,4,252.41,1009.64,0
ORD00000160,PROD000352,9,207.96,1871.64,10
ORD00000160,PROD000417,7,416.88,2918.16,10
ORD00000160,PROD000314,7,299.79,2098.53,5
ORD00000161,PROD000085,5,476.85,2384.25,20
ORD00000161,PROD000045,10,51.28,512.8,5
ORD00000161,PROD000176,5,189.83,949.15,0
ORD00000162,PROD000083,7,247.95,1735.65,10
ORD00000163,PROD000097,7,463.82,3246.74,5
ORD00000164,PROD000247,8,313.66,2509.28,20
ORD00000164,PROD000400,3,110.23,330.69,0
ORD00000164,PROD000029,6,196.26,1177.56,5
ORD00000164,PROD000473,1,26.31,26.31,5
ORD00000164,PROD000272,6,314.09,1884.54,20
ORD00000165,PROD000196,5,71.66,358.3,0
ORD00000166,PROD000251,7,467.56,3272.92,20
ORD00000166,PROD000127,8,322.02,2576.16,10
ORD00000167,PROD000312,8,458.03,3664.24,5
ORD00000167,PROD000176,5,189.83,949.15,0
ORD00000167,PROD000115,5,207.86,1039.3,10
ORD00000168,PROD000490,10,374.02,3740.2,5
ORD00000168,PROD000125,10,14.74,147.4,20
ORD00000168,PROD000186,10,320.36,3203.6,0
ORD00000168,PROD000015,1,291.95,291.95,15
ORD00000168,PROD000197,5,396.41,1982.05,20
ORD00000169,PROD000030,6,482.44,2894.64,0
ORD00000170,PROD000198,1,116.47,116.47,15
ORD00000170,PROD000435,4,176.11,704.44,20
ORD00000170,PROD000043,2,109.66,219.32,15
ORD00000170,PROD000318,3,332.22,996.66,5
ORD00000171,PROD000481,10,485.71,4857.1,0
ORD00000171,PROD000368,2,438.66,877.32,20
ORD00000171,PROD000394,2,138.64,277.28,5
ORD00000172,PROD000426,8,79.64,637.12,0
ORD00000172,PROD000431,8,62.96,503.68,5
ORD00000172,PROD000043,6,109.66,657.96,0
ORD00000172,PROD000275,1,55.21,55.21,5
ORD00000172,PROD000373,1,350.9,350.9,0
ORD00000173,PROD000034,7,347.28,2430.96,5
ORD00000174,PROD000457,7,24.26,169.82,0
ORD00000175,PROD000443,1,413.39,413.39,0
ORD00000175,PROD000232,2,287.97,575.94,0
ORD00000175,PROD000069,8,356.87,2854.96,15
ORD00000176,PROD000158,10,418.37,4183.7,15
ORD00000177,PROD000158,2,418.37,836.74,5
ORD00000177,PROD000297,5,477.91,2389.55,5
ORD00000177,PROD000140,3,90.04,270.12,5
ORD00000178,PROD000109,8,213.68,1709.44,10
ORD00000178,PROD000225,2,475.13,950.26,5
ORD00000179,PROD000464,4,481.76,1927.04,15
ORD00000179,PROD000491,8,61.81,494.48,15
ORD00000179,PROD000436,3,478.23,1434.69,0
ORD00000179,PROD000349,5,69.18,345.9,5
ORD00000180,PROD000365,9,449.98,4049.82,15
ORD00000180,PROD000375,5,394.34,1971.7,5
ORD00000180,PROD000313,1,349.31,349.31,20
ORD00000180,PROD000074,4,477.47,1909.88,20
ORD00000180,PROD000452,7,107.76,754.32,0
ORD00000181,PROD000426,6,79.64,477.84,0
ORD00000182,PROD000061,9,23.32,209.88,0
ORD00000182,PROD000280,5,437.62,2188.1,10
ORD00000183,PROD000199,4,466.1,1864.4,20
ORD00000183,PROD000481,2,485.71,971.42,10
ORD00000183,PROD000481,7,485.71,3399.97,5
ORD00000184,PROD000468,1,263.07,263.07,20
ORD00000184,PROD000107,5,292.61,1463.05,15
ORD00000184,PROD000160,3,488.6,1465.8,10
ORD00000184,PROD000073,6,177.72,1066.32,10
ORD00000185,PROD000213,8,397.49,3179.92,15
ORD00000185,PROD000440,5,420.83,2104.15,5
ORD00000185,PROD000335,8,257.29,2058.32,20
ORD00000185,PROD000036,3,119.42,358.26,10
ORD00000185,PROD000286,8,368.08,2944.64,20
ORD00000186,PROD000403,10,345.33,3453.3,10
ORD00000186,PROD000294,6,288.29,1729.74,0
ORD00000187,PROD000039,10,39.05,390.5,15
ORD00000187,PROD000461,10,391.4,3914.0,5
ORD00000188,PROD000483,1,67.66,67.66,15
ORD00000189,PROD000345,6,452.4,2714.4,5
